,Tag,Zeit,Temp,Raum,Anzahl
10574,58,17.4705734,12.0,4C-21,0.0
10575,58,17.4722652,12.0,4C-21,0.0
10576,58,17.4739571,12.0,4C-21,0.0
10577,58,17.47578,12.0,4C-21,0.0
10578,58,17.4790363,12.0,4C-21,0.0
10579,58,17.48086,12.0,4C-21,0.0
10580,58,17.4826164,12.0,4C-21,0.0
10581,58,17.484375,12.0,4C-21,0.0
10582,58,17.4861336,12.0,4C-21,0.0
10583,58,17.48789,12.0,4C-21,0.0
10584,58,17.4896488,12.0,4C-21,0.0
10585,58,17.4914055,12.0,4C-21,0.0
10586,58,17.4932289,12.0,4C-21,0.0
10587,58,17.4949875,12.0,4C-21,0.0
10588,58,17.4982414,12.0,4C-21,0.0
10589,58,17.5,12.0,4C-21,0.0
10590,58,17.5017586,12.0,4C-21,0.0
10591,58,17.5035152,12.0,4C-21,0.0
10592,58,17.5052738,12.0,4C-21,0.0
10593,58,17.5070953,12.0,4C-21,0.0
10594,58,17.5088539,12.0,4C-21,0.0
10595,58,17.5106125,12.0,4C-21,0.0
10596,58,17.5123711,12.0,4C-21,0.0
10597,58,17.5141277,12.0,4C-21,0.0
10598,58,17.5158844,12.0,4C-21,0.0
10599,58,17.517643,12.0,4C-21,0.0
10600,58,17.5194016,12.0,4C-21,0.0
10601,58,17.52116,12.0,4C-21,0.0
10602,58,17.5228519,12.0,4C-21,0.0
10603,58,17.5246086,12.0,4C-21,0.0
10604,58,17.526432,12.0,4C-21,0.0
10605,58,17.5281258,12.0,4C-21,0.0
10606,58,17.5298824,12.0,4C-21,0.0
10607,58,17.531641,12.0,4C-21,0.0
10608,58,17.5333977,12.0,4C-21,0.0
10609,58,17.5350914,12.0,4C-21,0.0
10610,58,17.5369148,12.0,4C-21,0.0
10611,58,17.5387383,12.0,4C-21,0.0
10612,58,17.54043,12.0,4C-21,0.0
10613,58,17.5422516,12.0,4C-21,0.0
10614,58,17.544075,12.0,4C-21,0.0
10615,58,17.5457687,12.0,4C-21,0.0
10616,58,17.5475273,12.0,4C-21,0.0
10617,58,17.5493488,12.0,4C-21,0.0
10618,58,17.5511055,12.0,4C-21,0.0
10619,58,17.5528641,12.0,4C-21,0.0
10620,58,17.5546227,12.0,4C-21,0.0
10621,58,17.5563812,12.0,4C-21,0.0
10622,58,17.5582027,12.0,4C-21,0.0
10623,58,17.5600262,12.0,4C-21,0.0
10624,58,17.5617828,12.0,4C-21,0.0
10625,58,17.5635414,12.0,4C-21,0.0
10626,58,17.5665359,12.0,4C-21,0.0
10627,58,17.5682945,12.0,4C-21,0.0
10628,58,17.570118,12.0,4C-21,0.0
10629,58,17.5719414,12.0,4C-21,0.0
10630,58,17.5737629,12.0,4C-21,0.0
10631,58,17.5754547,12.0,4C-21,0.0
10632,58,17.5770836,12.0,4C-21,0.0
10633,58,17.5788422,12.0,4C-21,0.0
10634,58,17.5806637,12.0,4C-21,0.0
10635,58,17.5823555,12.0,4C-21,0.0
10636,58,17.5841141,12.0,4C-21,0.0
10637,58,17.5858727,12.0,4C-21,0.0
10638,58,17.5875664,12.0,4C-21,0.0
10639,58,17.5892582,12.0,4C-21,0.0
10640,58,17.5908852,12.0,4C-21,0.0
10641,58,17.5925789,12.0,4C-21,0.0
10642,58,17.59427,12.0,4C-21,0.0
10643,58,17.5959625,12.0,4C-21,0.0
10644,58,17.5976563,12.0,4C-21,0.0
10645,58,17.5994148,12.0,4C-21,0.0
10646,58,17.6011066,12.0,4C-21,0.0
10647,58,17.6027985,12.0,4C-21,0.0
10648,58,17.6044922,12.0,4C-21,0.0
10649,58,17.6063156,12.0,4C-21,0.0
10650,58,17.6080074,12.0,4C-21,0.0
10651,58,17.6097,12.0,4C-21,0.0
10652,58,17.611393,12.0,4C-21,0.0
10653,58,17.6130867,12.0,4C-21,0.0
10654,58,17.6175785,12.0,4C-21,0.0
10655,58,17.6193352,12.0,4C-21,0.0
10656,58,17.6210938,12.0,4C-21,0.0
10657,58,17.6228523,12.0,4C-21,0.0
10658,58,17.624609,12.0,4C-21,0.0
10659,58,17.6263676,12.0,4C-21,0.0
10660,58,17.6281242,12.0,4C-21,0.0
10661,58,17.6299477,12.0,4C-21,0.0
10662,58,17.6317062,12.0,4C-21,0.0
10663,58,17.63353,12.0,4C-21,0.0
10664,58,17.63659,12.0,4C-21,0.0
10665,58,17.6383476,12.0,4C-21,0.0
10666,58,17.64004,12.0,4C-21,0.0
10667,58,17.641861,12.0,4C-21,0.0
10668,58,17.6435547,12.0,4C-21,0.0
10669,58,17.6452484,12.0,4C-21,0.0
10670,58,17.64694,12.0,4C-21,0.0
10671,58,17.6486969,12.0,4C-21,0.0
10672,58,17.65039,12.0,4C-21,0.0
10673,58,17.6520844,12.0,4C-21,0.0
10674,58,17.6537762,12.0,4C-21,0.0
10675,58,17.6555977,12.0,4C-21,0.0
10676,58,17.6573563,12.0,4C-21,0.0
10677,58,17.65905,12.0,4C-21,0.0
10678,58,17.6607418,12.0,4C-21,0.0
10679,58,17.6624336,12.0,4C-21,0.0
10680,58,17.6641922,12.0,4C-21,0.0
10681,58,17.6658859,12.0,4C-21,0.0
10682,58,17.6676445,12.0,4C-21,0.0
10683,58,17.669466,12.0,4C-21,0.0
10684,58,17.6712227,12.0,4C-21,0.0
10685,58,17.6729813,12.0,4C-21,0.0
10686,58,17.67474,12.0,4C-21,0.0
10687,58,17.6764984,12.0,4C-21,0.0
10688,58,17.6782551,12.0,4C-21,0.0
10689,58,17.6800785,12.0,4C-21,0.0
10690,58,17.6819,12.0,4C-21,0.0
10691,58,17.6842461,12.0,4C-21,0.0
10692,58,17.6860027,12.0,4C-21,0.0
10693,58,17.6878242,12.0,4C-21,0.0
10694,58,17.6896477,12.0,4C-21,0.0
10695,58,17.6913414,12.0,4C-21,0.0
10696,58,17.6930351,12.0,4C-21,0.0
10697,58,17.6947918,12.0,4C-21,0.0
10698,58,17.6964836,12.0,4C-21,0.0
10699,58,17.698307,12.0,4C-21,0.0
10700,58,17.70013,12.0,4C-21,0.0
10701,58,17.7019539,12.0,4C-21,0.0
10702,58,17.7037773,12.0,4C-21,0.0
10703,58,17.705534,12.0,4C-21,0.0
10704,58,17.7073555,12.0,4C-21,0.0
10705,58,17.70905,12.0,4C-21,0.0
10706,58,17.7108727,12.0,4C-21,0.0
10707,58,17.7125664,12.0,4C-21,0.0
10708,58,17.714323,12.0,4C-21,0.0
10709,58,17.71608,12.0,4C-21,0.0
10710,58,17.7177734,12.0,4C-21,0.0
10711,58,17.719532,12.0,4C-21,0.0
10712,58,17.7229156,12.0,4C-21,0.0
10713,58,17.7246742,12.0,4C-21,0.0
10714,58,17.7264328,12.0,4C-21,0.0
10715,58,17.7282562,12.0,4C-21,0.0
10716,58,17.7300129,12.0,4C-21,0.0
10717,58,17.73177,12.0,4C-21,0.0
10718,58,17.7335281,12.0,4C-21,0.0
10719,58,17.7352867,12.0,4C-21,0.0
10720,58,17.7370453,12.0,4C-21,0.0
10721,58,17.7387371,12.0,4C-21,0.0
10722,58,17.7404938,12.0,4C-21,0.0
10723,58,17.7422523,12.0,4C-21,0.0
10724,58,17.74401,12.0,4C-21,0.0
10725,58,17.74577,12.0,4C-21,0.0
10726,58,17.7475262,12.0,4C-21,0.0
10727,58,17.749218,12.0,4C-21,0.0
10728,58,17.7509766,12.0,4C-21,0.0
10729,58,17.75267,12.0,4C-21,0.0
10730,58,17.754427,12.0,4C-21,0.0
10731,58,17.7561836,12.0,4C-21,0.0
10732,58,17.7578773,12.0,4C-21,0.0
10733,58,17.7596359,12.0,4C-21,0.0
10734,58,17.7613945,12.0,4C-21,0.0
10735,58,17.7630863,12.0,4C-21,0.0
10736,58,17.764843,12.0,4C-21,0.0
10737,58,17.7666016,12.0,4C-21,0.0
10738,58,17.76836,12.0,4C-21,0.0
10739,58,17.7701168,12.0,4C-21,0.0
10740,58,17.77194,12.0,4C-21,0.0
10741,58,17.7736969,12.0,4C-21,0.0
10742,58,17.77539,12.0,4C-21,0.0
10743,58,17.7772141,12.0,4C-21,0.0
10744,58,17.7789059,12.0,4C-21,0.0
10745,58,17.7806644,12.0,4C-21,0.0
10746,58,17.782486,12.0,4C-21,0.0
10747,58,17.78431,12.0,4C-21,0.0
10748,58,17.786068,12.0,4C-21,0.0
10749,58,17.7877617,12.0,4C-21,0.0
10750,58,17.7895184,12.0,4C-21,0.0
10751,58,17.791275,12.0,4C-21,0.0
10752,58,17.7929688,12.0,4C-21,0.0
10753,58,17.7947273,12.0,4C-21,0.0
10754,58,17.79642,12.0,4C-21,0.0
10755,58,17.7981758,12.0,4C-21,0.0
10756,58,17.79987,12.0,4C-21,0.0
10757,58,17.8016281,12.0,4C-21,0.0
10758,58,17.8033867,12.0,4C-21,0.0
10759,58,17.8050785,12.0,4C-21,0.0
10760,58,17.8068352,12.0,4C-21,0.0
10761,58,17.8085938,12.0,4C-21,0.0
10762,58,17.8102875,12.0,4C-21,0.0
10763,58,17.8120441,12.0,4C-21,0.0
10764,58,17.8138,12.0,4C-21,0.0
10765,58,17.8154945,12.0,4C-21,0.0
10766,58,17.8172531,12.0,4C-21,0.0
10767,58,17.8190117,12.0,4C-21,0.0
10768,58,17.8207684,12.0,4C-21,0.0
10769,58,17.822525,12.0,4C-21,0.0
10770,58,17.8242188,12.0,4C-21,0.0
10771,58,17.8259773,12.0,4C-21,0.0
10772,58,17.827734,12.0,4C-21,0.0
10773,58,17.8294926,12.0,4C-21,0.0
10774,58,17.8311844,12.0,4C-21,0.0
10775,58,17.832943,12.0,4C-21,0.0
10776,58,17.8347015,12.0,4C-21,0.0
10777,58,17.8363934,12.0,4C-21,0.0
10778,58,17.8380852,12.0,4C-21,0.0
10779,58,17.8398438,12.0,4C-21,0.0
10780,58,17.8416023,12.0,4C-21,0.0
10781,58,17.8432941,12.0,4C-21,0.0
10782,58,17.84505,12.0,4C-21,0.0
10783,58,17.8467445,12.0,4C-21,0.0
10784,58,17.8485031,12.0,4C-21,0.0
10785,58,17.8502617,12.0,4C-21,0.0
10786,58,17.8520184,12.0,4C-21,0.0
10787,58,17.853775,12.0,4C-21,0.0
10788,58,17.8555336,12.0,4C-21,0.0
10789,58,17.8572922,12.0,4C-21,0.0
10790,58,17.8591156,12.0,4C-21,0.0
10791,58,17.8608723,12.0,4C-21,0.0
10792,58,17.8625641,12.0,4C-21,0.0
10793,58,17.8643227,12.0,4C-21,0.0
10794,58,17.8660812,12.0,4C-21,0.0
10795,58,17.8677731,12.0,4C-21,0.0
10796,58,17.8695316,12.0,4C-21,0.0
10797,58,17.8712883,12.0,4C-21,0.0
10798,58,17.8730469,12.0,4C-21,0.0
10799,58,17.87474,12.0,4C-21,0.0
10800,58,17.8764973,12.0,4C-21,0.0
10801,58,17.8782539,12.0,4C-21,0.0
10802,58,17.8802071,12.0,4C-21,0.0
10803,58,17.8819656,12.0,4C-21,0.0
10804,58,17.88366,12.0,4C-21,0.0
10805,58,17.8854179,12.0,4C-21,0.0
10806,58,17.8871746,12.0,4C-21,0.0
10807,58,17.8888664,12.0,4C-21,0.0
10808,58,17.890625,12.0,4C-21,0.0
10809,58,17.8923836,12.0,4C-21,0.0
10810,58,17.89414,12.0,4C-21,0.0
10811,58,17.8958321,12.0,4C-21,0.0
10812,58,17.89759,12.0,4C-21,0.0
10813,58,17.8992844,12.0,4C-21,0.0
10814,58,17.9011078,12.0,4C-21,0.0
10815,58,17.9028645,12.0,4C-21,0.0
10816,58,17.9045563,12.0,4C-21,0.0
10817,58,17.9063148,12.0,4C-21,0.0
10818,58,17.9080734,12.0,4C-21,0.0
10819,58,17.909832,12.0,4C-21,0.0
10820,58,17.9115887,12.0,4C-21,0.0
10821,58,17.91328,12.0,4C-21,0.0
10822,58,17.91504,12.0,4C-21,0.0
10823,58,17.9167976,12.0,4C-21,0.0
10824,58,17.9185543,12.0,4C-21,0.0
10825,58,17.9202461,12.0,4C-21,0.0
10826,58,17.92207,12.0,4C-21,0.0
10827,58,17.9237633,12.0,4C-21,0.0
10828,58,17.9255219,12.0,4C-21,0.0
10829,58,17.9272785,12.0,4C-21,0.0
10830,58,17.9290352,12.0,4C-21,0.0
10831,58,17.9307938,12.0,4C-21,0.0
10832,58,17.9325523,12.0,4C-21,0.0
10833,58,17.9342461,12.0,4C-21,0.0
10834,58,17.9360027,12.0,4C-21,0.0
10835,58,17.93776,12.0,4C-21,0.0
10836,58,17.939518,12.0,4C-21,0.0
10837,58,17.9412117,12.0,4C-21,0.0
10838,58,17.9429684,12.0,4C-21,0.0
10839,58,17.9447269,12.0,4C-21,0.0
10840,58,17.9464836,12.0,4C-21,0.0
10841,58,17.9482422,12.0,4C-21,0.0
10842,58,17.9499359,12.0,4C-21,0.0
10843,58,17.9516926,12.0,4C-21,0.0
10844,58,17.95345,12.0,4C-21,0.0
10845,58,17.9550781,12.0,4C-21,0.0
10846,58,17.9568367,12.0,4C-21,0.0
10847,58,17.9585934,12.0,4C-21,0.0
10848,58,17.9603519,12.0,4C-21,0.0
10849,58,17.9621086,12.0,4C-21,0.0
10850,58,17.9638672,12.0,4C-21,0.0
10851,58,17.9656258,12.0,4C-21,0.0
10852,58,17.9673824,12.0,4C-21,0.0
10853,58,17.969141,12.0,4C-21,0.0
10854,58,17.9708328,12.0,4C-21,0.0
10855,58,17.9725914,12.0,4C-21,0.0
10856,58,17.97435,12.0,4C-21,0.0
10857,58,17.9761066,12.0,4C-21,0.0
10858,58,17.9778633,12.0,4C-21,0.0
10859,58,17.979557,12.0,4C-21,0.0
10860,58,17.9813156,12.0,4C-21,0.0
10861,58,17.9830074,12.0,4C-21,0.0
10862,58,17.984766,12.0,4C-21,0.0
10863,58,17.9865227,12.0,4C-21,0.0
10864,58,17.9883461,12.0,4C-21,0.0
10865,58,17.99004,12.0,4C-21,0.0
10866,58,17.9917965,12.0,4C-21,0.0
10867,58,17.9935551,12.0,4C-21,0.0
10868,58,17.9952469,12.0,4C-21,0.0
10869,58,17.9970055,12.0,4C-21,0.0
10870,58,17.998764,12.0,4C-21,0.0
10871,59,8.000521,12.0,4C-21,0.0
10872,59,8.002278,12.0,4C-21,0.0
10873,59,8.003971,12.0,4C-21,0.0
10874,59,8.005795,12.0,4C-21,0.0
10875,59,8.007552,12.0,4C-21,0.0
10876,59,8.009375,12.0,4C-21,0.0
10877,59,8.011067,12.0,4C-21,0.0
10878,59,8.012826,12.0,4C-21,0.0
10879,59,8.014648,12.0,4C-21,0.0
10880,59,8.016341,12.0,4C-21,0.0
10881,59,8.017969,12.0,4C-21,0.0
10882,59,8.019792,12.0,4C-21,0.0
10883,59,8.021484,12.0,4C-21,0.0
10884,59,8.023177,12.0,4C-21,0.0
10885,59,8.024805,12.0,4C-21,0.0
10886,59,8.026628,12.0,4C-21,0.0
10887,59,8.02832,12.0,4C-21,0.0
10888,59,8.030078,12.0,4C-21,0.0
10889,59,8.031771,12.0,4C-21,0.0
10890,59,8.03346348,12.0,4C-21,0.0
10891,59,8.035156,12.0,4C-21,0.0
10892,59,8.036849,12.0,4C-21,0.0
10893,59,8.038542,12.0,4C-21,0.0
10894,59,8.040364,12.0,4C-21,0.0
10895,59,8.041992,12.0,4C-21,0.0
10896,59,8.043685,12.0,4C-21,0.0
10897,59,8.045507,12.0,4C-21,0.0
10898,59,8.047266,12.0,4C-21,0.0
10899,59,8.049024,12.0,4C-21,0.0
10900,59,8.050846,12.0,4C-21,0.0
10901,59,8.052539,12.0,4C-21,0.0
10902,59,8.054362,12.0,4C-21,0.0
10903,59,8.05612,12.0,4C-21,0.0
10904,59,8.06028652,12.0,4C-21,0.0
10905,59,8.061979,12.0,4C-21,0.0
10906,59,8.063802,12.0,4C-21,0.0
10907,59,8.065495,12.0,4C-21,0.0
10908,59,8.067318,12.0,4C-21,0.0
10909,59,8.069205,12.0,4C-21,0.0
10910,59,8.070833,12.0,4C-21,0.0
10911,59,8.072526,12.0,4C-21,0.0
10912,59,8.074219,12.0,4C-21,0.0
10913,59,8.07591152,12.0,4C-21,0.0
10914,59,8.077604,12.0,4C-21,0.0
10915,59,8.079297,12.0,4C-21,0.0
10916,59,8.08099,12.0,4C-21,0.0
10917,59,8.082683,12.0,4C-21,0.0
10918,59,8.084375,12.0,4C-21,0.0
10919,59,8.086133,12.0,4C-21,0.0
10920,59,8.087891,12.0,4C-21,0.0
10921,59,8.089713,12.0,4C-21,0.0
10922,59,8.091406,12.0,4C-21,0.0
10923,59,8.093229,12.0,4C-21,0.0
10924,59,8.094987,12.0,4C-21,0.0
10925,59,8.09681,12.0,4C-21,0.0
10926,59,8.1,12.0,4C-21,0.0
10927,59,8.101758,12.0,4C-21,0.0
10928,59,8.103451,12.0,4C-21,0.0
10929,59,8.105144,12.0,4C-21,0.0
10930,59,8.106836,12.0,4C-21,0.0
10931,59,8.108594,12.0,4C-21,0.0
10932,59,8.110352,12.0,4C-21,0.0
10933,59,8.112174,12.0,4C-21,0.0
10934,59,8.113867,12.0,4C-21,0.0
10935,59,8.11556,12.0,4C-21,0.0
10936,59,8.117318,12.0,4C-21,0.0
10937,59,8.118945,12.0,4C-21,0.0
10938,59,8.120638,12.0,4C-21,0.0
10939,59,8.122461,12.0,4C-21,0.0
10940,59,8.124219,12.0,4C-21,0.0
10941,59,8.125977,12.0,4C-21,0.0
10942,59,8.127734,12.0,4C-21,0.0
10943,59,8.129492,12.0,4C-21,0.0
10944,59,8.13125,12.0,4C-21,0.0
10945,59,8.133073,12.0,4C-21,0.0
10946,59,8.13483,12.0,4C-21,0.0
10947,59,8.139193,12.0,4C-21,0.0
10948,59,8.14095,12.0,4C-21,0.0
10949,59,8.142709,12.0,4C-21,0.0
10950,59,8.144531,12.0,4C-21,0.0
10951,59,8.146289,12.0,4C-21,0.0
10952,59,8.147982,12.0,4C-21,0.0
10953,59,8.149739,12.0,4C-21,0.0
10954,59,8.151498,12.0,4C-21,0.0
10955,59,8.15319,12.0,4C-21,0.0
10956,59,8.154882,12.0,4C-21,0.0
10957,59,8.156641,12.0,4C-21,0.0
10958,59,8.158399,12.0,4C-21,0.0
10959,59,8.160091,12.0,4C-21,0.0
10960,59,8.161849,12.0,4C-21,0.0
10961,59,8.163607,12.0,4C-21,0.0
10962,59,8.165364,12.0,4C-21,0.0
10963,59,8.167123,12.0,4C-21,0.0
10964,59,8.168815,12.0,4C-21,0.0
10965,59,8.170573,12.0,4C-21,0.0
10966,59,8.172331,12.0,4C-21,0.0
10967,59,8.174024,12.0,4C-21,0.0
10968,59,8.175781,12.0,4C-21,0.0
10969,59,8.177539,12.0,4C-21,0.0
10970,59,8.17929649,12.0,4C-21,0.0
10971,59,8.18112,12.0,4C-21,0.0
10972,59,8.182813,12.0,4C-21,0.0
10973,59,8.184505,12.0,4C-21,0.0
10974,59,8.186198,12.0,4C-21,0.0
10975,59,8.188021,12.0,4C-21,0.0
10976,59,8.18971348,12.0,4C-21,0.0
10977,59,8.191537,12.0,4C-21,0.0
10978,59,8.193359,12.0,4C-21,0.0
10979,59,8.195182,12.0,4C-21,0.0
10980,59,8.196875,12.0,4C-21,0.0
10981,59,8.198698,12.0,4C-21,0.0
10982,59,8.20052052,12.0,4C-21,0.0
10983,59,8.202279,12.0,4C-21,0.0
10984,59,8.203971,12.0,4C-21,0.0
10985,59,8.205794,12.0,4C-21,0.0
10986,59,8.207487,12.0,4C-21,0.0
10987,59,8.20931,12.0,4C-21,0.0
10988,59,8.211133,12.0,4C-21,0.0
10989,59,8.212891,12.0,4C-21,0.0
10990,59,8.214648,12.0,4C-21,0.0
10991,59,8.216406,12.0,4C-21,0.0
10992,59,8.218099,12.0,4C-21,0.0
10993,59,8.219857,12.0,4C-21,0.0
10994,59,8.221615,12.0,4C-21,0.0
10995,59,8.223437,12.0,4C-21,0.0
10996,59,8.225195,12.0,4C-21,0.0
10997,59,8.228125,12.0,4C-21,0.0
10998,59,8.229948,12.0,4C-21,0.0
10999,59,8.231641,12.0,4C-21,0.0
11000,59,8.233398,12.0,4C-21,0.0
11001,59,8.235091,12.0,4C-21,0.0
11002,59,8.236849,12.0,4C-21,0.0
11003,59,8.238542,12.0,4C-21,0.0
11004,59,8.240365,12.0,4C-21,0.0
11005,59,8.242123,12.0,4C-21,0.0
11006,59,8.24388,12.0,4C-21,0.0
11007,59,8.245703,12.0,4C-21,0.0
11008,59,8.247461,12.0,4C-21,0.0
11009,59,8.249154,12.0,4C-21,0.0
11010,59,8.250912,12.0,4C-21,0.0
11011,59,8.252669,12.0,4C-21,0.0
11012,59,8.254362,12.0,4C-21,0.0
11013,59,8.25612,12.0,4C-21,0.0
11014,59,8.257877,12.0,4C-21,0.0
11015,59,8.25957,12.0,4C-21,0.0
11016,59,8.261328,12.0,4C-21,0.0
11017,59,8.263086,12.0,4C-21,0.0
11018,59,8.264779,12.0,4C-21,0.0
11019,59,8.266406,12.0,4C-21,0.0
11020,59,8.268164,12.0,4C-21,0.0
11021,59,8.269987,12.0,4C-21,0.0
11022,59,8.271745,12.0,4C-21,0.0
11023,59,8.273502,12.0,4C-21,0.0
11024,59,8.275326,12.0,4C-21,0.0
11025,59,8.277019,12.0,4C-21,0.0
11026,59,8.278776,12.0,4C-21,0.0
11027,59,8.280404,12.0,4C-21,0.0
11028,59,8.282162,12.0,4C-21,0.0
11029,59,8.28385448,12.0,4C-21,0.0
11030,59,8.285547,12.0,4C-21,0.0
11031,59,8.28724,12.0,4C-21,0.0
11032,59,8.288932,12.0,4C-21,0.0
11033,59,8.290625,12.0,4C-21,0.0
11034,59,8.292317,12.0,4C-21,0.0
11035,59,8.29401,12.0,4C-21,0.0
11036,59,8.295834,12.0,4C-21,0.0
11037,59,8.297526,12.0,4C-21,0.0
11038,59,8.299284,12.0,4C-21,0.0
11039,59,8.301042,12.0,4C-21,0.0
11040,59,8.302799,12.0,4C-21,0.0
11041,59,8.304492,12.0,4C-21,0.0
11042,59,8.30625,12.0,4C-21,0.0
11043,59,8.308008,12.0,4C-21,0.0
11044,59,8.309766,12.0,4C-21,0.0
11045,59,8.311588,12.0,4C-21,0.0
11046,59,8.313346,12.0,4C-21,0.0
11047,59,8.31510448,12.0,4C-21,0.0
11048,59,8.318034,12.0,4C-21,0.0
11049,59,8.319857,12.0,4C-21,0.0
11050,59,8.321549,12.0,4C-21,0.0
11051,59,8.323307,12.0,4C-21,0.0
11052,59,8.325065,12.0,4C-21,0.0
11053,59,8.326823,12.0,4C-21,0.0
11054,59,8.328581,12.0,4C-21,0.0
11055,59,8.330274,12.0,4C-21,0.0
11056,59,8.332096,12.0,4C-21,0.0
11057,59,8.333789,12.0,4C-21,0.0
11058,59,8.33554649,12.0,4C-21,0.0
11059,59,8.337239,12.0,4C-21,0.0
11060,59,8.338998,12.0,4C-21,0.0
11061,59,8.340755,12.0,4C-21,0.0
11062,59,8.342513,12.0,4C-21,0.0
11063,59,8.344206,12.0,4C-21,0.0
11064,59,8.34596348,12.0,4C-21,0.0
11065,59,8.347721,12.0,4C-21,0.0
11066,59,8.349414,12.0,4C-21,0.0
11067,59,8.35117149,12.0,4C-21,0.0
11068,59,8.352864,12.0,4C-21,0.0
11069,59,8.354623,12.0,4C-21,0.0
11070,59,8.356445,12.0,4C-21,0.0
11071,59,8.358203,12.0,4C-21,0.0
11072,59,8.359961,12.0,4C-21,0.0
11073,59,8.361784,12.0,4C-21,0.0
11074,59,8.363477,12.0,4C-21,0.0
11075,59,8.365234,12.0,4C-21,0.0
11076,59,8.366992,12.0,4C-21,0.0
11077,59,8.36888,12.0,4C-21,0.0
11078,59,8.370638,12.0,4C-21,0.0
11079,59,8.372331,12.0,4C-21,0.0
11080,59,8.374154,12.0,4C-21,0.0
11081,59,8.375912,12.0,4C-21,0.0
11082,59,8.377669,12.0,4C-21,0.0
11083,59,8.379362,12.0,4C-21,0.0
11084,59,8.38112,12.0,4C-21,0.0
11085,59,8.382877,12.0,4C-21,0.0
11086,59,8.38457,12.0,4C-21,0.0
11087,59,8.386328,12.0,4C-21,0.0
11088,59,8.388086,12.0,4C-21,0.0
11089,59,8.389779,12.0,4C-21,0.0
11090,59,8.391537,12.0,4C-21,0.0
11091,59,8.393294,12.0,4C-21,0.0
11092,59,8.395052,12.0,4C-21,0.0
11093,59,8.396745,12.0,4C-21,0.0
11094,59,8.3984375,12.0,4C-21,0.0
11095,59,8.40026,12.0,4C-21,0.0
11096,59,8.402083,12.0,4C-21,0.0
11097,59,8.403776,12.0,4C-21,0.0
11098,59,8.405599,12.0,4C-21,0.0
11099,59,8.407227,12.0,4C-21,0.0
11100,59,8.409049,12.0,4C-21,0.0
11101,59,8.410872,12.0,4C-21,0.0
11102,59,8.41263,12.0,4C-21,0.0
11103,59,8.414388,12.0,4C-21,0.0
11104,59,8.41608,12.0,4C-21,0.0
11105,59,8.417969,12.0,4C-21,0.0
11106,59,8.41966152,12.0,4C-21,0.0
11107,59,8.421419,12.0,4C-21,0.0
11108,59,8.423243,12.0,4C-21,0.0
11109,59,8.424935,12.0,4C-21,0.0
11110,59,8.429362,12.0,4C-21,0.0
11111,59,8.431055,12.0,4C-21,0.0
11112,59,8.432813,12.0,4C-21,0.0
11113,59,8.434505,12.0,4C-21,0.0
11114,59,8.436328,12.0,4C-21,0.0
11115,59,8.438021,12.0,4C-21,0.0
11116,59,8.439844,12.0,4C-21,0.0
11117,59,8.441602,12.0,4C-21,0.0
11118,59,8.443295,12.0,4C-21,0.0
11119,59,8.445052,12.0,4C-21,0.0
11120,59,8.446745,12.0,4C-21,0.0
11121,59,8.448503,12.0,4C-21,0.0
11122,59,8.45026,12.0,4C-21,0.0
11123,59,8.452018,12.0,4C-21,0.0
11124,59,8.453711,12.0,4C-21,0.0
11125,59,8.455403,12.0,4C-21,0.0
11126,59,8.457162,12.0,4C-21,0.0
11127,59,8.45892,12.0,4C-21,0.0
11128,59,8.460612,12.0,4C-21,0.0
11129,59,8.462305,12.0,4C-21,0.0
11130,59,8.463998,12.0,4C-21,0.0
11131,59,8.46569,12.0,4C-21,0.0
11132,59,8.467318,12.0,4C-21,0.0
11133,59,8.469141,12.0,4C-21,0.0
11134,59,8.470899,12.0,4C-21,0.0
11135,59,8.472591,12.0,4C-21,0.0
11136,59,8.474414,12.0,4C-21,0.0
11137,59,8.476237,12.0,4C-21,0.0
11138,59,8.477995,12.0,4C-21,0.0
11139,59,8.479948,12.0,4C-21,0.0
11140,59,8.481576,12.0,4C-21,0.0
11141,59,8.483334,12.0,4C-21,0.0
11142,59,8.485091,12.0,4C-21,0.0
11143,59,8.486849,12.0,4C-21,0.0
11144,59,8.488606,12.0,4C-21,0.0
11145,59,8.49336,12.0,4C-21,0.0
11146,59,8.495182,12.0,4C-21,0.0
11147,59,8.49694,12.0,4C-21,0.0
11148,59,8.498698,12.0,4C-21,0.0
11149,59,8.500391,12.0,4C-21,0.0
11150,59,8.502149,12.0,4C-21,0.0
11151,59,8.503971,12.0,4C-21,0.0
11152,59,8.505664,12.0,4C-21,0.0
11153,59,8.50742149,12.0,4C-21,0.0
11154,59,8.50918,12.0,4C-21,0.0
11155,59,8.510938,12.0,4C-21,0.0
11156,59,8.512695,12.0,4C-21,0.0
11157,59,8.514388,12.0,4C-21,0.0
11158,59,8.516146,12.0,4C-21,0.0
11159,59,8.517903,12.0,4C-21,0.0
11160,59,8.519662,12.0,4C-21,0.0
11161,59,8.52142,12.0,4C-21,0.0
11162,59,8.523112,12.0,4C-21,0.0
11163,59,8.524935,12.0,4C-21,0.0
11164,59,8.526758,12.0,4C-21,0.0
11165,59,8.528451,12.0,4C-21,0.0
11166,59,8.530273,12.0,4C-21,0.0
11167,59,8.532031,12.0,4C-21,0.0
11168,59,8.533789,12.0,4C-21,0.0
11169,59,8.535481,12.0,4C-21,0.0
11170,59,8.53724,12.0,4C-21,0.0
